# Lista de Achievements - Warface

**Total:** 3417 achievements
- **Insignias (Badge):** 757
- **Fitas (Stripe):** 1688
- **Marcas (Mark):** 972

---

## INSIGNIAS (Badge)

| ID | Nome (PT) | Amount | Arquivo |
| 2620 | Exército Brasileiro | 5000 | ar24kill.xml |
| 2623 | Padrão de Habilidade | 999 | shg38_gold_kill_01.xml |
| 2624 | Beretta ARX160 "Nuclear" | 2500 | ar27_rad01kill15.xml |
| 2625 | Katana "Nuclear" | 2500 | kn13_rad01kill15.xml |
| 2626 | Machado Tático "Nuclear" | 2500 | kn16_rad01kill15.xml |
| 2627 | PKP Pecheneg "Nuclear" | 2500 | mg22_rad01kill15.xml |
| 2628 | M1911A1 "Nuclear" | 2500 | pt16_rad01kill15.xml |
| 2629 | S&W M&P R8 "Nuclear" | 2500 | pt33_rad01kill15.xml |
| 2630 | MAG-7 "Nuclear" | 2500 | shg40_rad01kill15.xml |
| 2631 | DP-12 "Nuclear" | 2500 | shg42_rad01kill15.xml |
| 2632 | Honey Badger "Nuclear" | 2500 | smg33_rad01kill15.xml |
| 2633 | CZ Scorpion EVO "Nuclear" | 2500 | smg38_rad01kill15.xml |
| 2634 | AX308 "Nuclear" | 2500 | sr31_rad01kill15.xml |
| 2635 | Remington R11 RSASS "Nuclear" | 2500 | sr33_rad01kill15.xml |
| 2641 | Fuzileiro Perseguidor | 1 | chernobyl_stripe_rifleman.xml |
| 2642 | Médico Perseguidor | 1 | chernobyl_stripe_medic.xml |
| 2643 | Franco-atirador Perseguidor | 1 | chernobyl_stripe_recon.xml |
| 2644 | Engenheiro Perseguidor | 1 | chernobyl_stripe_engineer.xml |
| 2645 | Raios Gama | 222 | chernobyl_stripe_mission_03.xml |
| 2646 | Ouro Sujo | 5000 | chernobyl_stripe_gold_kills.xml |
| 2647 | Perseguidor de Elite | 1 | chernobyl_stripe_hardcore.xml |
| 2656 | Felino de Alto Calibre | 5000 | sr43kill.xml |
| 2657 | Prego de Trilho | 10000 | sr43kill25.xml |
| 2658 | PP2000 "Radiance" | 2500 | smg35_xmas03kill.xml |
| 2659 | M40A5 "Radiance" | 2500 | sr35_xmas03kill.xml |
| 2660 | Rhino 60 DS "Radiance" | 2500 | pt25_xmas03kill.xml |
| 2661 | IMBEL IA2 "Radiance" | 2500 | ar24_xmas03kill.xml |
| 2662 | Fabarm P.S.S.10 "Radiance" | 2500 | shg43_xmas03kill.xml |
| 2730 | Cobalt Kinetics EDGE Rifle Glacier | 2500 | ar38_xmas06kill.xml |
| 2731 | M134-GAU19b Hybrid Glacier | 2500 | hmg03_xmas06kill.xml |
| 2732 | HX Outdoors Trident Glacier | 2500 | kn22_xmas06kill.xml |
| 2733 | Kel-Tec SUB2000 Glacier | 2500 | pt39_xmas06kill.xml |
| 2734 | Typhoon F12 Custom Glacier | 2500 | shg53_xmas06kill.xml |
| 2735 | Cobalt Kinetics Stealth Pistol Glacier | 2500 | smg48_xmas06kill.xml |
| 2736 | Cobalt Kinetics 27 Glacier | 2500 | sr49_xmas06kill.xml |
| 2737 | Natal Maligno | 1000 | xmas06_stripe_01.xml |
| 2754 | Mestre da Fuga (SED) | 2000 | afro02_kills08.xml |
| 2775 | Mercenário | 5000 | pt42kill.xml |
| 2776 | Mercenário (Avançado) | 10000 | pt42kill25.xml |
| 2777 | Soldado da Fortuna | 999 | pt42_gold01kill.xml |
| 2800 | Clandestino (Avançado) | 10000 | sr01kill25.xml |
| 2801 | Domínio do SVD (Avançado) | 10000 | sr02kill25.xml |
| 2802 | Assassino do Alpine (Avançado) | 10000 | sr03kill25.xml |
| 2803 | Câmbio e Desligo (Avançado) | 10000 | sr04kill25.xml |
| 2804 | Atirador de Elite (Avançado) | 10000 | sr05kill25.xml |
| 2805 | Domínio do H&K SL8 (Avançado) | 10000 | sr06kill25.xml |
| 2806 | Atirador Distante (Avançado) | 10000 | sr07kill25.xml |
| 2807 | Intervenção (Avançado) | 10000 | sr08kill25.xml |
| 2808 | Amo Muito Tudo Isso (Avançado) | 10000 | sr09kill25.xml |
| 2809 | Azul-Marinho (Avançado) | 10000 | sr12kill25.xml |
| 2810 | Batalha Melhorada (Avançado) | 10000 | sr13kill25.xml |
| 2811 | Guerra Ártica (Avançado) | 10000 | sr14kill25.xml |
| 2812 | Pegando Leve (Avançado) | 10000 | sr15kill25.xml |
| 2813 | Carga Paga (Avançado) | 10000 | sr16kill25.xml |
| 2814 | Olho de Deus (Avançado) | 10000 | sr17kill25.xml |
| 2815 | Forças de Segurança Suíças (Avançado) | 10000 | sr22kill25.xml |
| 2816 | Domínio de M16 SPR (Avançado) | 10000 | sr23kill25.xml |
| 2817 | Soldado do Século 21 (Avançado) | 10000 | sr25kill25.xml |
| 2818 | Fuzil dos Sonhos (Avançado) | 10000 | sr26kill25.xml |
| 2819 | Exército Popular de Libertação (Avançado) | 10000 | sr30kill25.xml |
| 2820 | Eliminações de Golden Eye (Avançado) | 10000 | sr32kill25.xml |
| 2821 | Mestre da Precisão... (Avançado) | 10000 | sr31kill25.xml |
| 2822 | Batedor Australiano (Avançado) | 10000 | sr34kill25.xml |
| 2823 | Melhor Rival (Avançado) | 10000 | sr33kill25.xml |
| 3009 | Eliminador Perfeito | 1000 | lms_kills_03.xml |
| 3010 | Não Se Aproxime Demais... | 100 | lms_melee_kills01.xml |
| 3021 | FN FAL DSA 58 Cyber Pro | 2500 | ar30_ps4_01kill.xml |
| 3022 | Machado Tático Cyber Pro | 2500 | kn16_ps4_01kill.xml |
| 3023 | MSBS Radon Cyber Pro | 2500 | ar26_ps4_01kill.xml |
| 3024 | DSA sa58 spr Cyber Pro | 2500 | sr32_ps4_01kill.xml |
| 3025 | Uzkon UNG-12 Cyber Pro | 2500 | shg47_ps4_01kill.xml |
| 3026 | Fabarm P.S.S.10 Cyber Pro | 2500 | shg43_ps4_01kill.xml |
| 3027 | MPA 930DMG Cyber Pro | 2500 | pt34_ps4_01kill.xml |
| 3028 | Walther P99 Cyber Pro | 2500 | pt31_ps4_01kill.xml |
| 3029 | XM8 Compact Cyber Pro | 2500 | smg08_ps4_01kill.xml |
| 3030 | H&K MP5A5 Custom Cyber Pro | 2500 | smg39_ps4_01kill.xml |
| 3031 | SAI GRY AR-15 Cyber Pro | 2500 | ar28_ps4_01kill.xml |
| 3032 | R11 RSASS Cyber Pro | 2500 | sr33_ps4_01kill.xml |
| 3049 | Chama Ardente | 1 | sell_stripe_01.xml |
| 3050 | Frio Escaldante | 1 | sell_stripe_02.xml |
| 3065 | Campeão da 15ª Temporada | 1 | wlan_stripe_01.xml |
| 3066 | Campeão da 16ª Temporada | 1 | wlan_stripe_02.xml |
| 3067 | Campeão da 17ª Temporada | 1 | wlan_stripe_03.xml |
| 3068 | Campeão da 18ª Temporada | 1 | wlan_stripe_04.xml |
| 3069 | Campeão da 19ª Temporada | 1 | wlan_stripe_05.xml |
| 3070 | Campeão da 20ª Temporada | 1 | wlan_stripe_06.xml |
| 3071 | Sintonizado | 1 | wlan_stripe_07.xml |
| 4096 | AK-103 do Papai Noel Maligno | 2500 | ar04_xmas02kill10.xml |
| 4097 | Benelli M4 Super 90 Super 90 do Papai Noel Maligno | 2500 | shg22_xmas02kill10.xml |
| 4098 | AMP DSR-1 do Papai Noel Maligno | 2500 | sr17_xmas02kill10.xml |
| 4099 | PP-19 Bizon do Papai Noel Maligno | 2500 | smg18_xmas02kill10.xml |
| 4100 | FN Five Seven do Papai Noel Maligno | 2500 | pt22_xmas02kill10.xml |
| 4101 | Elite Italiana | 5000 | ar27kill.xml |
| 4102 | Elite Italiana (Avançado) | 10000 | ar27kill25.xml |
| 4103 | Soldado do Futuro Italiano | 999 | ar27_gold_kill_01.xml |
| 4151 | Hokku | 10000 | bp10_stripe_01.xml |
| 5003 | Rumo à Vitória! | 1 | ru_rmleague_stripe_01.xml |
| 5004 | Você Não Vai Me Vencer! | 1 | ru_rmleague_stripe_02.xml |
| 5005 | Soldado da Fortuna | 1 | ru_rmleague_stripe_03.xml |
| 5006 | Caubói de Verdade | 1 | ru_rmleague_stripe_04.xml |
| 5007 | Vingador Elusivo | 1 | ru_rmleague_stripe_05.xml |
| 5008 | Força de Legionário | 1 | ru_rmleague_stripe_06.xml |
| 5009 | Fúria Viking | 1 | ru_rmleague_stripe_07.xml |
| 5010 | Espírito Samurai | 1 | ru_rmleague_stripe_08.xml |
| 5011 | Máscara da Morte | 1 | ru_rmleague_stripe_09.xml |
| 5012 | Cavaleiro Forte | 1 | ru_rmleague_stripe_10.xml |
| 5013 | Lutador Destemido | 1 | ru_rmleague_stripe_11.xml |
| 5014 | Um Verdadeiro Rei | 1 | ru_rmleague_stripe_12.xml |
| 5020 | Destruidor implacável | 5000 | ar31_kill.xml |
| 5021 | Assassino em massa | 10000 | ar31_kill25.xml |
| 5036 | Multiferramenta de Dallas | 1 | ru_webevent_stripe_01.xml |
| 5037 | Não Sou Um Doutor, Sou O Doutor | 1 | ru_webevent_stripe_02.xml |
| 5038 | Um Monte de Munição | 1 | ru_webevent_stripe_03.xml |
| 5039 | Frio Feito Gelo | 1 | ru_webevent_stripe_04.xml |
| 5042 | Cumprimentem a minha amiguinha! | 999 | shg45_gold01kill.xml |
| 5052 | Morte modular | 5000 | sr44_kill.xml |
| 5053 | Morte modular avançada | 10000 | sr44kill25.xml |
| 5054 | Morte modular dourada | 999 | sr44_gold_kill_01.xml |
| 5059 | Olho da Tempestade | 1 | ru_cybersport_stripe_02.xml |
| 5115 | Efeito borboleta | 5000 | kn19kill.xml |
| 5116 | Efeito borboleta avançado | 10000 | kn19kill25.xml |
| 5132 | Mestre das previsões | 1 | ru_rates_stripe_01.xml |
| 5145 | Urso Russo | 999 | mg24_gold01kill.xml |
| 5161 | Voa como uma borboleta | 999 | kn19_gold01kill.xml |
| 5797 | Armadura de Quitina | 1 | bp12_stripe_01.xml |
| 5798 | Aracnofobia | 1 | bp12_stripe_02.xml |
| 5799 | Centro do Enxame | 1 | bp12_stripe_03.xml |
| 6000 | Machado Tático K.I.W.I. | 2500 | kn16_set12kill15.xml |
| 6001 | Machete Kukri KA-BAR K.I.W.I. | 2500 | kn07_set12kill15.xml |
| 6002 | Faca Bowie M48 K.I.W.I. | 2500 | kn18_set12kill15.xml |
| 6003 | FN FAL DSA-58 K.I.W.I. | 2500 | ar30_set12kill15.xml |
| 6004 | VHS-2 K.I.W.I. | 2500 | ar31_set12kill15.xml |
| 6005 | S&W M&P R8 K.I.W.I. | 2500 | pt33_set12kill15.xml |
| 6006 | MPA 930DMG K.I.W.I. | 2500 | pt34_set12kill15.xml |
| 6007 | Desert Tech MDR-C K.I.W.I. | 2500 | smg40_set12kill15.xml |
| 6008 | Uzi Pro K.I.W.I. | 2500 | smg42_set12kill15.xml |
| 6009 | Gepard GM6 Lynx K.I.W.I. | 2500 | sr43_set12kill15.xml |
| 6010 | AX308 K.I.W.I. | 2500 | sr31_set12kill15.xml |
| 6011 | Saiga Custom K.I.W.I. | 2500 | shg41_set12kill15.xml |
| 6012 | Fostech Origin-12 K.I.W.I. | 2500 | shg45_set12kill15.xml |
| 6013 | Kriss Super V Custom K.I.W.I. | 2500 | smg44_set12kill15.xml |
| 6014 | Águia dourada | 999 | sr45_gold_kill_01.xml |
| 6015 | Triturador ultraveloz | 5000 | sr45_kill.xml |
| 6016 | Avançado: Triturador ultraveloz | 10000 | sr45_kill25.xml |
| 6017 | Ameaça Fantasma | 5000 | pt39kill.xml |
| 6018 | Avançado: Ameaça Fantasma | 10000 | pt39kill25.xml |
| 6019 | Regra de Ouro | 999 | pt39_gold_kill_01.xml |
| 6022 | Lobo demoníaco dourado | 999 | smg43_gold01kill.xml |
| 6025 | Perito da Eficiência | 5000 | smg52kill.xml |
| 6026 | Avançado: Perito da Eficiência | 10000 | smg52kill25.xml |
| 6050 | Enfield L85A2 Custom "Torneio Mundial" | 2500 | ar25_ec02kill.xml |
| 6051 | Mossberg 500 Custom "Torneio Mundial" | 2500 | shg08_ec02kill.xml |
| 6052 | SCAR-L PDW "Torneio Mundial" | 2500 | smg31_ec02kill.xml |
| 6053 | McMillan CS5 "Torneio Mundial" | 2500 | sr09_ec02kill.xml |
| 6054 | CZ 75-Auto "Torneio Mundial" | 2500 | pt32_ec02kill.xml |
| 6055 | Jagdkommando "Torneio Mundial" | 2500 | kn17_ec02kill.xml |
| 6067 | Porradeiro | 500 | lmsp_slidekill_01.xml |
| 6068 | Inabalável | 1000 | lmsp_top3_01.xml |
| 6069 | Torra-cérebros | 1 | lmsp_win15_01.xml |
| 6070 | Rio de sangue | 3000 | lms_kills_04.xml |
| 6072 | Ascensão e queda | 500 | lmsp_jumpkill_01.xml |
| 6075 | Alta classe | 1 | ru_warfest_2018_stripe_01.xml |
| 6102 | AK Alpha K.I.W.I. | 1 | kiwi_stripe_01.xml |
| 6103 | Kriss Super V Custom K.I.W.I | 1 | kiwi_stripe_02.xml |
| 6104 | Engenheiro K.I.W.I. | 1 | kiwi_stripe_03.xml |
| 6105 | Fuzileiro K.I.W.I. | 1 | kiwi_stripe_04.xml |
| 6106 | Médico K.I.W.I. | 1 | kiwi_stripe_05.xml |
| 6107 | Franco-atirador K.I.W.I. | 1 | kiwi_stripe_06.xml |
| 6108 | Comando para destruir | 1 | kiwi_stripe_07.xml |
| 6109 | Uma tecnicalidade | 1 | kiwi_stripe_08.xml |
| 6110 | Jogos de espiões | 1 | kiwi_stripe_09.xml |
| 6111 | O poder da caneta | 1 | kiwi_stripe_10.xml |
| 6116 | À beira do abismo | 1000 | secret_10.xml |
| 6120 | Inconteste | 1 | oc_best_stripe_01.xml |
| 6121 | Nascido para vencer | 1 | oc_best_stripe_02.xml |
| 6122 | Maestro reconhecido | 1 | oc_best_stripe_03.xml |
| 6128 | Goleador | 1 | ru_ec02_stripe_01.xml |
| 6129 | Cheio de energia | 1 | ru_ec02_stripe_02.xml |
| 6142 | Heroína do campo de batalha | 1 | bra_women_stripe_01.xml |
| 6143 | RPD Custom Yakuza | 2500 | mg23_jp01kill.xml |
| 6144 | Fabarm XLR 5 Prestige Yakuza | 2500 | shg38_jp01kill.xml |
| 6145 | ACR CQB Yakuza | 2500 | smg25_jp01kill.xml |
| 6146 | M14 Crazy Horse Yakuza | 2500 | sr38_jp01kill.xml |
| 6147 | S&W M&P R8 Yakuza | 2500 | pt33_jp01kill.xml |
| 6148 | Katana Yakuza | 2500 | kn13_jp01kill.xml |
| 6149 | Homem de boas maneiras | 1 | ru_gentleman_stripe_01.xml |
| 6152 | Dragonborn | 999 | shg52_gold01kill.xml |
| 6170 | Ronin imortal | 1 | japan_stripe_no_death.xml |
| 6171 | Ronin fuzileiro | 5000 | japan_stripe_rifleman.xml |
| 6172 | Ronin engenheiro | 5000 | japan_stripe_engineer.xml |
| 6173 | Ronin franco-atirador | 5000 | japan_stripe_sniper.xml |
| 6174 | Ronin médico | 5000 | japan_stripe_medic.xml |
| 6182 | Passos silenciosos | 1 | japan_stripe_stealth_01.xml |
| 6183 | Furtividade ninja | 1 | japan_stripe_stealth_02.xml |
| 6185 | Ronin lendário | 5 | japan_stripe_meta.xml |
| 6186 | ACR Imperador Amarelo | 2500 | ar20_cny01kill.xml |
| 6187 | Cobray Striker Imperador Amarelo | 2500 | shg11_cny01kill.xml |
| 6188 | Daewoo K1 Imperador Amarelo | 2500 | smg12_cny01kill.xml |
| 6189 | AS50 Imperador Amarelo | 2500 | sr04_cny01kill.xml |
| 6190 | Desert Eagle Imperador Amarelo | 2500 | pt01_cny01kill.xml |
| 6191 | Ultra Marine Imperador Amarelo | 2500 | kn02_cny01kill.xml |
| 6192 | ACR CQB Imperador Amarelo | 2500 | smg25_cny01kill.xml |
| 6193 | STF 12 Compact Imperador Amarelo | 2500 | shg37_cny01kill.xml |
| 6194 | Veterano da Guerra Mundial | 5000 | ar33_kill.xml |
| 6195 | Avançado: Veterano da Guerra Mundial | 10000 | ar33kill25.xml |
| 6196 | Medalha de ouro | 999 | ar33_gold_kill_01.xml |
| 6198 | Grande Irmão | 5000 | shg58kill.xml |
| 6199 | Avançado: Grande Irmão | 10000 | shg58kill25.xml |
| 6202 | Stinger Dourada | 999 | shg47_gold01kill.xml |
| 6203 | Lança dourada | 999 | pt21_gold01kill.xml |
| 6205 | Beretta ARX160 Sindicato | 2500 | ar27_bp05kill.xml |
| 6206 | SAI GRY AR-15 Sindicato | 2500 | ar28_bp05kill.xml |
| 6207 | AK Alpha Sindicato | 2500 | ar29_bp05kill.xml |
| 6208 | Fabarm XLR 5 Prestige Sindicato | 2500 | shg38_bp05kill.xml |
| 6209 | Saiga Custom Sindicato | 2500 | shg41_bp05kill.xml |
| 6210 | Saiga Spike Sindicato | 2500 | shg46_bp05kill.xml |
| 6211 | H&K MP5A5 Custom Sindicato | 2500 | smg39_bp05kill.xml |
| 6212 | Micro-Roni CAA Sindicato | 2500 | smg43_bp05kill.xml |
| 6213 | TDI Kriss Super V Sindicato | 2500 | smg44_bp05kill.xml |
| 6214 | AT308 Sindicato | 2500 | sr39_bp05kill.xml |
| 6215 | Remington MSR Sindicato | 2500 | sr44_bp05kill.xml |
| 6216 | H&K G28 Sindicato | 2500 | sr45_bp05kill.xml |
| 6217 | Taurus Judge Sindicato | 2500 | pt35_bp05kill.xml |
| 6218 | CZ 75 Czechmate Parrot Sindicato | 2500 | pt37_bp05kill.xml |
| 6219 | Cutelo Sindicato | 2500 | kn15_bp05kill.xml |
| 6220 | Faca Bowie M48 Sindicato | 2500 | kn18_bp05kill.xml |
| 6244 | Terceira semana do Sindicato | 1 | bp05_stripe_01.xml |
| 6245 | Sexta semana do Sindicato | 1 | bp05_stripe_02.xml |
| 6246 | Nona semana do Sindicato | 1 | bp05_stripe_03.xml |
| 6247 | Décima segunda semana do Sindicato | 1 | bp05_stripe_04.xml |
| 6248 | Toda semana do Sindicato | 1 | bp05_stripe_05.xml |
| 6250 | AK Alpha Poder absoluto | 2500 | ar29_set10kill15.xml |
| 6251 | Canivete Butterfly Yakuza | 2500 | kn19_jp01kill.xml |
| 6252 | M1911A1 Yakuza | 2500 | pt16_jp01kill.xml |
| 6253 | MAG-7 Yakuza | 2500 | shg40_jp01kill.xml |
| 6254 | CZ Scorpion EVO Yakuza | 2500 | smg38_jp01kill.xml |
| 6256 | HCAR Yakuza | 2500 | ar33_jp01kill.xml |
| 6260 | Remington MSR Yakuza | 2500 | sr44_jp01kill.xml |
| 6264 | Maxim suprema | 999 | pt38_gold01kill.xml |
| 6267 | A Marca de Caim | 999 | pt36_gold01kill.xml |
| 6268 | Vitória na Copa Armagedom | 1 | ru_bp06_winner_stripe_01.xml |
| 6269 | Vitória na Copa Armagedom | 1 | ru_bp06_winner_stripe_02.xml |
| 6274 | Turma do esqueleto | 1 | ru_hlw18_stripe_01.xml |
| 6275 | Sangue e vinho | 1 | ru_hlw18_stripe_02.xml |
| 6276 | Rei das abóboras | 1 | ru_hlw18_stripe_03.xml |
| 6277 | Libertem o Kraken | 5000 | sr46_kill.xml |
| 6278 | Avançado: Libertem o Kraken | 10000 | sr46kill25.xml |
| 6282 | Emissão abundante | 1000000 | carbon01_stripe_01.xml |
| 6283 | CDX-MC Kraken Sindicato | 2500 | sr46_bp05kill.xml |
| 6284 | Pote de ouro | 1 | ru_patrick_stripe_01.xml |
| 6287 | Papilas gustativas explosivas | 1 | ru_pringles_stripe_01.xml |
| 6292 | Magia Quântica | 10 | kn20kill10.xml |
| 6300 | Beretta ARX160 Quebra-gelo | 2500 | ar27_ice01kill15.xml |
| 6301 | CZ 75 Czechmate Parrot Quebra-gelo | 2500 | pt37_ice01kill15.xml |
| 6302 | Sete Fantástico | 1 | anniversary_08.xml |
| 6303 | DP-12 Quebra-gelo | 2500 | shg42_ice01kill15.xml |
| 6304 | Bushmaster BA50 Quebra-gelo | 2500 | sr42_ice01kill15.xml |
| 6307 | Libertador | 999 | smg45_gold_kill_01.xml |
| 6308 | VHS-2 SuiNoel | 2500 | ar31_xmas04kill.xml |
| 6309 | Saiga H.G.C. Custom SuiNoel | 2500 | shg41_xmas04kill.xml |
| 6310 | UZI PRO SuiNoel | 2500 | smg42_xmas04kill.xml |
| 6311 | Gepard GM6 Lynx SuiNoel | 2500 | sr43_xmas04kill.xml |
| 6312 | MPA 930DMG SuiNoel | 2500 | pt34_xmas04kill.xml |
| 6313 | Faca Bowie M48 SuiNoel | 2500 | kn18_xmas04kill.xml |
| 6314 | Spring Smasher | 10000 | rank10_stripe_01.xml |
| 6315 | CZ Scorpion EVO Quebra-gelo | 2500 | smg38_ice01kill15.xml |
| 6316 | SAI GRY AR-15 Galáxia | 2500 | ar28_mars01kill.xml |
| 6317 | Hera Arms CQR Galáxia | 2500 | ar32_mars01kill.xml |
| 6318 | MP5A5 Custom Galáxia | 2500 | smg39_mars01kill.xml |
| 6319 | Micro-Roni CAA Galáxia | 2500 | smg43_mars01kill.xml |
| 6320 | Uzkon UNG-12 Galáxia | 2500 | shg47_mars01kill.xml |
| 6321 | SAP-6 Galáxia | 2500 | shg48_mars01kill.xml |
| 6322 | H&K G28 Galáxia | 2500 | sr45_mars01kill.xml |
| 6323 | H&K USP Galáxia | 2500 | pt03_mars01kill.xml |
| 6326 | Doce troll | 1 | shg49kill10.xml |
| 6330 | Vantagem numérica | 5000 | ar32_kill.xml |
| 6331 | Avançado: Vantagem numérica | 10000 | ar32kill25.xml |
| 6332 | Centro das atenções | 999 | ar32_gold_kill_01.xml |
| 6333 | Dia de Warface | 1 | ru_merit_stripe_01.xml |
| 6345 | Ás na Manga | 1 | exp_years1_stripe_01.xml |
| 6346 | Estrela Ascendente | 1 | exp_years2_stripe_01.xml |
| 6347 | Verdadeiro Campeão | 1 | exp_years3_stripe_01.xml |
| 6348 | Todo-poderoso | 1 | exp_years4_stripe_01.xml |
| 6349 | O Lobo Feroz | 1 | exp_years5_stripe_01.xml |
| 6350 | Rei Dragão | 1 | exp_years6_stripe_01.xml |
| 6351 | O Senhor da Guerra | 1 | exp_years7_stripe_01.xml |
| 6352 | O Rei da Guerra | 1 | exp_years8_stripe_01.xml |
| 6353 | Imperador Sanguinário | 1 | exp_years9_stripe_01.xml |
| 6354 | Deus da Guerra | 1 | exp_years10_stripe_01.xml |
| 6355 | Um grande aliado | 1 | clan_years1_stripe_01.xml |
| 6356 | Costas com costas | 1 | clan_years2_stripe_01.xml |
| 6357 | Leal em batalha | 1 | clan_years3_stripe_01.xml |
| 6358 | Irmãos de armas | 1 | clan_years4_stripe_01.xml |
| 6359 | Juntos para sempre | 1 | clan_years5_stripe_01.xml |
| 6362 | Portador da Praga | 999 | smg46_gold_kill_01.xml |
| 6366 | Aranhas vermelhas hardcore | 500 | mars_stripe_spiders_02.xml |
| 6367 | Fuzileiro do planeta vermelho | 1000 | mars_stripe_rifleman.xml |
| 6368 | Engenheiro do planeta vermelho | 1000 | mars_stripe_engineer.xml |
| 6369 | Franco-atirador do planeta vermelho | 1000 | mars_stripe_sniper.xml |
| 6370 | Médico do planeta vermelho | 1000 | mars_stripe_medic.xml |
| 6371 | Dá para plantar batatas aqui! | 5 | mars_stripe_meta.xml |
| 6372 | Toma essa, Elon Musk | 1 | mars_stripe_boss.xml |
| 6374 | Interruptor | 5 | mars_stripe_sed.xml |
| 6379 | Aranhas vermelhas | 100 | mars_stripe_spiders_01.xml |
| 6383 | Máfia imortal | 999 | smg47_gold_kill_01.xml |
| 6386 | Colecionador de Deimos | 4 | mars02meta_stripe_01.xml |
| 6388 | Mestre dos eSports | 1 | esports_master_03.xml |
| 6391 | Mentor | 1 | mentor_stripe_01.xml |
| 6394 | Tela Preta | 10000 | stream02_stripe_01.xml |
| 6397 | Bala do Cupido | 1 | ru_love_stripe_02.xml |
| 6398 | Vencedor do Sindicato | 1 | syndicate_stripe_01.xml |
| 6399 | Vencedor do Sindicato | 1 | syndicate_stripe_02.xml |
| 6400 | Vencedor do Sindicato | 1 | syndicate_stripe_03.xml |
| 6403 | Perseguidor Sorrateiro | 500 | stream03_stripe_01.xml |
| 6512 | Guerreiro do Deserto | 5000 | ar45kill.xml |
| 6513 | Avançado: Guerreiro do Deserto | 10000 | ar45kill25.xml |
| 6517 | Armeiro | 2 | meta_class_weapons.xml |
| 6518 | Mestre Armeiro | 5 | meta_class_weapons2.xml |
| 6523 | Rei do JxJ | 9 | meta_king_pvp.xml |
| 6524 | Imperador "Warface" | 2 | meta_king_warface.xml |
| 6525 | Rei do JxA | 35 | meta_king_pve.xml |
| 6527 | Howa Type 89 Custom Chitin | 2500 | ar39_swarm02kill.xml |
| 6528 | IWI Carmel Chitin | 2500 | ar45_swarm02kill.xml |
| 6529 | SAI GRY Custom Chitin | 2500 | mg27_swarm02kill.xml |
| 6530 | Uzkon UNG-12 Chitin | 2500 | shg47_swarm02kill.xml |
| 6531 | Marlin 1894 Custom Chitin | 2500 | shg50_swarm02kill.xml |
| 6532 | Kel-Tec KS7 Chitin | 2500 | shg54_swarm02kill.xml |
| 6533 | SIG MPX SBR Custom Chitin | 2500 | smg46_swarm02kill.xml |
| 6534 | AM-17 Chitin | 2500 | smg49_swarm02kill.xml |
| 6535 | AMB-17 Chitin | 2500 | smg53_swarm02kill.xml |
| 6536 | Remington MSR Chitin | 2500 | sr44_swarm02kill.xml |
| 6537 | Truvelo CMS 20x42mm Chitin | 2500 | sr47_swarm02kill.xml |
| 6538 | VKS Chitin | 2500 | sr50_swarm02kill.xml |
| 6539 | M134-GAU19b Hybrid Chitin | 2500 | hmg03_swarm02kill.xml |
| 6540 | S&W M&P R8 Chitin | 2500 | pt33_swarm02kill.xml |
| 6541 | Maxim 9 Chitin | 2500 | pt38_swarm02kill.xml |
| 6542 | HX Outdoors Trident Chitin | 2500 | kn22_swarm02kill.xml |
| 6550 | Quebra-gelo (SED) | 1 | ice_survivor8.xml |
| 6551 | Força Bruta | 1 | winsurvivalheavy.xml |
| 6552 | SED Aprimorado | 5 | zombie_heavy.xml |
| 6553 | Dividir e Conquistar | 5000 | heavycorecaptured1.xml |
| 6557 | Terremoto Hardcore (SED) | 1 | vol_survivor12.xml |
| 6558 | Caça-pirâmides (SED) | 3 | afro_survivor13.xml |
| 6559 | SED Negro Especialista | 1 | zt01_survivor05.xml |
| 6560 | SED Perseguidor | 1 | chernobyl_stripe_heavy.xml |
| 6561 | SED Ronin | 5000 | japan_stripe_heavy.xml |
| 6562 | A Face do Inferno | 3 | vol_survivor13.xml |
| 6563 | Foguetório na Neve | 1 | rw_compmarathon5.xml |
| 6564 | SED do Planeta Vermelho | 1000 | mars_stripe_heavy.xml |
| 6570 | Disco Voador | 1 | sell_stripe_03.xml |
| 6571 | Estrada Principal | 1 | sell_stripe_04.xml |
| 6572 | Alta Voltagem | 1 | sell_stripe_05.xml |
| 6573 | Risco Biológico | 1 | sell_stripe_06.xml |
| 6574 | Risco de Radiação | 1 | sell_stripe_07.xml |
| 6575 | Risco de Disparos | 1 | sell_stripe_08.xml |
| 6576 | O Imperador | 1 | sell_stripe_09.xml |
| 6577 | A Imperatriz | 1 | sell_stripe_10.xml |
